scorer,DeepCut_resnet50_Cam1_3dTestOct27shuffle1_4000,DeepCut_resnet50_Cam1_3dTestOct27shuffle1_4000,DeepCut_resnet50_Cam1_3dTestOct27shuffle1_4000,DeepCut_resnet50_Cam1_3dTestOct27shuffle1_4000,DeepCut_resnet50_Cam1_3dTestOct27shuffle1_4000,DeepCut_resnet50_Cam1_3dTestOct27shuffle1_4000,DeepCut_resnet50_Cam1_3dTestOct27shuffle1_4000,DeepCut_resnet50_Cam1_3dTestOct27shuffle1_4000,DeepCut_resnet50_Cam1_3dTestOct27shuffle1_4000
22,480.2551941871643,201.91346168518066,0.9986652731895447,485.4435179233551,302.92109179496765,0.9980224370956421,325.5501083135605,359.2402322292328,0.9985363483428955
23,480.52770256996155,202.37458515167236,0.9986384510993958,485.516553401947,302.8232126235962,0.9980225563049316,325.69123208522797,359.0904703140259,0.9985183477401733
24,482.4238052368164,202.37458515167236,0.9993470311164856,488.639066696167,302.7675952911377,0.997368335723877,329.11950969696045,358.71734833717346,0.9958336353302002
25,482.4820055961609,202.69563055038452,0.9993808269500732,488.6886320114136,302.7580711841583,0.9973868727684021,329.3799042701721,358.5231635570526,0.9961299896240234
26,486.0487287044525,202.69563055038452,0.9996477961540222,490.7811232805252,301.3207162618637,0.9949051737785339,331.039755821228,358.4741816520691,0.995751678943634
27,489.4618272781372,202.53565883636475,0.9983100295066833,493.75648641586304,300.58451998233795,0.995283842086792,332.7473883628845,357.3368524312973,0.997956395149231
28,489.4663677215576,201.5554175376892,0.998271107673645,496.36546897888184,300.58451998233795,0.9952807426452637,332.99784994125366,357.2454149723053,0.9981186985969543
29,496.6356029510498,201.08796644210815,0.9992133975028992,498.9660292863846,300.5942817926407,0.997565507888794,338.75227320194244,355.36734145879745,0.999003529548645
30,496.71294498443604,200.84659481048584,0.9992588758468628,498.99765837192535,300.5942817926407,0.9975489377975464,339.12780898809433,355.2701159119606,0.9990782737731934
31,501.44150602817535,200.84659481048584,0.9997886419296265,504.2268524169922,300.5942817926407,0.9968045949935913,342.90459179878235,355.2701159119606,0.9986293315887451
32,501.56624925136566,200.84659481048584,0.9998164772987366,504.39785528182983,300.7873794436455,0.9969789981842041,342.9573302268982,355.15351700782776,0.998672604560852
33,503.50251865386963,200.92534732818604,0.9996640682220459,510.43658351898193,300.82948809862137,0.9939383268356323,346.99187660217285,355.15351700782776,0.9956710934638977
34,506.5503349304199,200.92534732818604,0.9982964992523193,512.3731453418732,302.19847321510315,0.9964576959609985,347.009072303772,355.15663892030716,0.9970316290855408
35,506.5643129348755,200.92534732818604,0.9985867142677307,512.4628584384918,302.19847321510315,0.9964948892593384,347.2013944387436,355.4682212471962,0.9969537258148193
36,510.8727869987488,199.0881655216217,0.9982140064239502,517.2522844076157,302.19847321510315,0.9975296258926392,350.614444732666,355.15663892030716,0.9976992607116699
37,510.96014404296875,199.0386164188385,0.9981207251548767,517.7162474393845,302.0245478153229,0.9975911378860474,351.2210988998413,355.15663892030716,0.9978623986244202
38,513.8140738010406,198.9854724407196,0.9996341466903687,519.0730748176575,302.0245478153229,0.9981223344802856,352.215537071228,354.7203485965729,0.9983104467391968
39,513.895311832428,198.83636903762817,0.999637246131897,519.0978543758392,301.8206652402878,0.9980870485305786,352.34748458862305,354.49867475032806,0.9984064102172852
40,516.1081657111645,198.63271236419678,0.9998581409454346,520.9316372871399,301.7897878885269,0.9977828860282898,355.0642614364624,353.60346937179565,0.9985634088516235
41,518.0267200469971,198.57499957084656,0.9998714923858643,522.4443941116333,300.603703558445,0.9973570704460144,357.7195111513138,353.3050231933594,0.9984465837478638
42,518.0460422039032,198.31153106689453,0.9998735189437866,522.5303821563721,300.5755782723427,0.9974303841590881,357.8977848291397,353.3050231933594,0.998533308506012
43,518.2631566524506,198.19113421440125,0.9998825788497925,523.2849383354187,299.8587484061718,0.9967011213302612,358.7499876022339,353.2943913936615,0.9983378648757935
44,518.4335157871246,198.15367436408997,0.9998860359191895,523.3610100746155,299.6618284881115,0.9969714879989624,358.91470313072205,353.2943913936615,0.9983134269714355
45,518.6904964447021,197.70948147773743,0.9998859763145447,523.362325668335,298.3541464805603,0.9968183636665344,360.15666484832764,352.4817922115326,0.9974548816680908
46,518.8281607627869,197.57213938236237,0.9998854994773865,523.5634484291077,298.3541464805603,0.9970120191574097,360.16298389434814,352.4817922115326,0.9973268508911133
47,519.1135635375977,197.54039871692657,0.9997690916061401,524.2884979248047,298.3541464805603,0.9960579872131348,361.7260799407959,352.4817922115326,0.9954743385314941
48,521.1611003875732,197.54039871692657,0.9996951818466187,526.6113450527191,298.35582733154297,0.9936319589614868,362.21696746349335,352.42089891433716,0.9936694502830505
49,521.4061489105225,197.54039871692657,0.9997215270996094,526.6316993236542,298.3574228286743,0.9935795068740845,362.40566313266754,352.2572355270386,0.9939711093902588
50,522.9671869277954,197.46233117580414,0.9995373487472534,527.1765551567078,298.4661537408829,0.9958151578903198,363.2321449518204,352.11441802978516,0.9937640428543091
51,522.9886288642883,197.6576610803604,0.9995322227478027,527.4961686134338,298.4661537408829,0.996135950088501,363.3500928282738,352.0973331928253,0.9940028190612793
52,523.7070126533508,197.6576610803604,0.9989297986030579,529.9580636024475,298.67189943790436,0.9970836639404297,364.27318888902664,351.79029512405396,0.9936603903770447
53,523.995575428009,197.46233117580414,0.9989668130874634,530.0096294879913,298.4661537408829,0.9970377683639526,364.365565598011,351.7162675857544,0.9933443069458008
54,528.2799823284149,195.88589150458574,0.998991847038269,532.4740706384182,298.4402413368225,0.9978013038635254,366.40466928482056,351.55377769470215,0.995611310005188
55,530.7385371923447,195.77931234240532,0.9997290372848511,535.4621558189392,298.37113857269287,0.9982632994651794,369.2234830856323,350.89981603622437,0.9970566630363464
56,530.9568716287613,195.49096924066544,0.9997403025627136,535.5487835407257,298.2436362504959,0.9982427358627319,369.27354097366333,350.84423303604126,0.9969788789749146
57,533.4582587480545,195.43407613039017,0.9998455047607422,538.8101425170898,297.67176818847656,0.997892439365387,373.177619099617,349.37870597839355,0.9967564344406128
58,533.6714316606522,195.40967160463333,0.9998577833175659,538.8428492546082,297.557501077652,0.9978357553482056,373.40868163108826,349.1009101867676,0.9973049163818359
59,534.5780460834503,195.00731909275055,0.9997437000274658,540.3925921618938,297.27826261520386,0.9977043867111206,377.0359745025635,347.6801595687866,0.9945687055587769
60,535.4066174030304,194.88145446777344,0.999720573425293,540.509680211544,296.593701839447,0.9974045753479004,377.28378915786743,347.5806260108948,0.9913095831871033
61,535.9378011226654,194.48280608654022,0.9994488954544067,542.2266199588776,296.4052038192749,0.9978941679000854,377.7089262008667,347.4974584579468,0.9892034530639648
62,537.3357458114624,192.98776388168335,0.99785315990448,543.9372038841248,296.4052038192749,0.9977328181266785,380.25371837615967,346.3122191429138,0.9965689182281494
63,537.3747801780701,192.75850892066956,0.9976981282234192,544.0275249481201,295.93858790397644,0.9979315996170044,380.3913335800171,346.2145175933838,0.9965089559555054
64,542.2244696617126,190.38035011291504,0.9965841770172119,546.8228722810745,295.395711183548,0.9991294145584106,381.2570261955261,345.0566101074219,0.9978461861610413
65,542.228572845459,190.21796131134033,0.9966696500778198,547.2198914289474,295.37904119491577,0.9991727471351624,381.3028898239136,345.01399517059326,0.997827410697937
66,545.749913930893,190.21796131134033,0.9993410110473633,549.464229464531,295.37904119491577,0.9993285536766052,382.2076368331909,343.6833128929138,0.9980372190475464
67,545.9925165176392,190.38035011291504,0.99935382604599,549.6031625270844,295.395711183548,0.9993579387664795,382.2273645401001,343.6295976638794,0.9980286359786987
68,548.7419865727425,190.95520544052124,0.999665379524231,550.3725543022156,296.2227535247803,0.9992238283157349,382.7895965576172,342.9208607673645,0.9982016086578369
69,550.4936294555664,190.95520544052124,0.9996203184127808,553.3674330711365,299.07617568969727,0.9989798069000244,382.83965826034546,342.3815486431122,0.9985047578811646
70,550.6302790641785,190.95520544052124,0.9996635913848877,553.3674330711365,299.07617568969727,0.9989851713180542,382.9762740135193,342.31704902648926,0.9985455870628357
71,551.651487827301,190.53532886505127,0.9992822408676147,553.3926463127136,299.07617568969727,0.998649537563324,384.9655599594116,342.23416209220886,0.9989548921585083
72,551.8254637718201,190.50666093826294,0.9994146823883057,553.9423742294312,298.8456802368164,0.9982929229736328,385.26881885528564,341.372673869133,0.9987236857414246
73,552.8845729827881,189.51828384399414,0.998226523399353,554.0242581367493,298.7327699661255,0.9969868659973145,387.2770630121231,341.22488617897034,0.9989395141601562
74,553.0814852714539,189.3716320991516,0.9982367753982544,554.0242581367493,297.9598813056946,0.9969846606254578,387.43545120954514,340.9469436407089,0.9988609552383423
75,555.7382761240005,187.97003345750272,0.996198832988739,555.8446273207664,294.9316511154175,0.9974986910820007,389.8170659542084,340.817021548748,0.9988204836845398
76,558.4886593818665,187.87566448003054,0.9976357817649841,557.6350864171982,294.9316511154175,0.9976862668991089,390.6258611679077,340.62795519828796,0.9986163973808289
77,558.5305781364441,187.29847717285156,0.9977083206176758,557.7324341535568,294.87930965423584,0.9977051615715027,390.69412422180176,340.58704793453217,0.9985985159873962
78,560.5087134838104,187.7469720840454,0.9985094666481018,559.5761654376984,294.9316511154175,0.9973723888397217,391.90830159187317,340.3663596510887,0.9977970123291016
79,560.5966327190399,187.7469720840454,0.9984912872314453,559.6225879192352,294.9546785354614,0.9973663091659546,392.0850782394409,340.3663596510887,0.9978786706924438
80,563.3803818821907,187.7469720840454,0.9991850852966309,561.4418108463287,295.6222426891327,0.9979751110076904,393.1056442260742,340.1469271630049,0.9978910684585571
81,563.4550701379776,187.864107131958,0.9992361068725586,561.4507293701172,295.6252443790436,0.9979499578475952,393.4048686027527,340.1418236643076,0.9978057742118835
82,564.3216623663902,187.864107131958,0.9992676377296448,562.1239886283875,295.6252443790436,0.9979414939880371,394.0655827522278,339.90637192875147,0.9971230030059814
83,564.4303413033485,187.864107131958,0.9992266297340393,562.1239886283875,295.6252443790436,0.9980263710021973,394.0655827522278,339.71133545041084,0.9970735311508179
84,564.432274878025,187.05083811283112,0.9990257024765015,562.1239886283875,295.38204193115234,0.998577356338501,394.0655827522278,339.34390211105347,0.9970590472221375
85,564.432274878025,187.05083811283112,0.9990183711051941,562.1537048816681,295.38204193115234,0.9986369013786316,394.08698177337646,339.3014086484909,0.9969824552536011
86,564.432274878025,187.05083811283112,0.9990177154541016,562.1537048816681,295.38204193115234,0.9986574649810791,394.08698177337646,339.2942245006561,0.997058629989624
87,565.5791603326797,188.78795337677002,0.9992215633392334,562.410888671875,295.8054006099701,0.9986787438392639,394.36551332473755,339.2812029123306,0.9967045187950134
88,565.5913211107254,188.78795337677002,0.9992101192474365,562.423999786377,295.81002020835876,0.9986926913261414,394.4499111175537,339.2942245006561,0.9968180060386658
89,566.1374433040619,188.78795337677002,0.9993678331375122,564.1499952822924,297.0538454055786,0.9987704753875732,395.06873321533203,339.2812029123306,0.9964126348495483
90,567.717687368393,187.3085641860962,0.9982909560203552,568.5889468193054,297.0538454055786,0.9988924264907837,395.81539249420166,339.20604795217514,0.9975744485855103
91,567.8721888065338,186.91740798950195,0.9983474612236023,568.6985874176025,297.0538454055786,0.9988068342208862,396.04011583328247,339.20604795217514,0.9977144002914429
92,572.2123552411795,186.91740798950195,0.994290828704834,572.6224699616432,295.16944694519043,0.9972208738327026,402.1672658920288,338.4886393547058,0.9990792274475098
93,572.2916927337646,187.3085641860962,0.9935612678527832,572.6525071263313,295.15138936042786,0.9972109794616699,402.4294100999832,338.4549467563629,0.9990739822387695
94,576.1987102031708,187.6584062576294,0.9987247586250305,578.4149832725525,295.15138936042786,0.998537540435791,408.5563611984253,338.4549467563629,0.9983195066452026
95,576.9558911323547,187.79550640285015,0.9986739158630371,578.7157794237137,295.16944694519043,0.99850994348526,408.5789613723755,338.4549467563629,0.9982998967170715
96,582.7808165550232,189.3303656578064,0.9992749691009521,581.9965274333954,296.9780807495117,0.9989286661148071,410.8435592651367,338.4549467563629,0.9956148862838745
97,584.8184986114502,189.3303656578064,0.9971929788589478,582.871984243393,297.8381938934326,0.9988096952438354,411.829571723938,338.3212459087372,0.9959065914154053
98,584.9235796928406,189.3303656578064,0.9976027607917786,582.9746465682983,297.88581132888794,0.998906672000885,412.1681957244873,338.30563604831696,0.9956132173538208
99,588.7203860282898,188.12006255239248,0.9970013499259949,583.8642630577087,298.40104055404663,0.9983753561973572,413.04346466064453,337.5625898838043,0.9958565831184387
100,588.7551708221436,188.10740362107754,0.9970961809158325,584.0911054611206,298.6033821105957,0.998321533203125,413.20916652679443,337.5419282913208,0.9960917234420776
101,591.0855731964111,188.10740362107754,0.9988590478897095,584.8240911960602,298.6033821105957,0.9978265762329102,414.00010442733765,336.80369234085083,0.9960943460464478
102,591.2246389389038,188.12006255239248,0.9988023638725281,584.8701274394989,298.6033821105957,0.9979277849197388,414.136353969574,336.7303783893585,0.99626624584198
103,594.1634992361069,188.307626247406,0.9992998838424683,585.4138069152832,296.10288429260254,0.9976782202720642,414.71124172210693,336.6912398338318,0.9968865513801575
104,594.236603975296,188.307626247406,0.9993597269058228,585.4138069152832,294.97712802886963,0.9976481199264526,414.7142696380615,336.63046312332153,0.9967299103736877
105,595.4854581356049,188.307626247406,0.999426007270813,587.7741290330887,294.91188168525696,0.9977848529815674,416.8340423107147,335.8992509841919,0.9974424839019775
106,596.8624237775803,188.02654695510864,0.999364972114563,590.3439044952393,294.97712802886963,0.9981741905212402,419.89183396101,335.88057041168213,0.998259961605072
107,596.9287354946136,188.02223205566406,0.9993649125099182,590.4934408664703,296.10288429260254,0.9980491995811462,419.89905539155006,335.7296280860901,0.9982538223266602
108,598.4778320789337,186.85379457473755,0.9991966485977173,597.3489336967468,295.9890522956848,0.9961805939674377,423.06714153289795,335.19559478759766,0.9976044297218323
109,598.4912827014923,186.4288328886032,0.9992722868919373,597.3515838384628,296.08289670944214,0.9962629079818726,423.2324004173279,335.1488366127014,0.9978429079055786
110,599.7722721099854,186.37577509880066,0.999070405960083,597.7338669300079,296.2041254043579,0.997837483882904,424.73733615875244,335.1303057670593,0.9969420433044434
111,599.8589005470276,186.06700539588928,0.9990755319595337,597.8120537996292,296.2486672401428,0.9978598356246948,424.8720922470093,335.1303057670593,0.9970848560333252
112,600.5019302368164,186.04016411304474,0.998740553855896,599.6358098983765,296.51146125793457,0.9978550672531128,426.6970567703247,334.4872612953186,0.9945838451385498
113,602.580050945282,185.9013659954071,0.9976565837860107,599.9860665798187,296.51146125793457,0.9979313611984253,426.70300257205963,334.2985854148865,0.992639422416687
114,602.606997013092,185.85704970359802,0.9976917505264282,599.9860665798187,296.51146125793457,0.9979126453399658,426.724781870842,334.2211117744446,0.9921998977661133
115,603.4497179985046,185.80317044258118,0.9967221021652222,600.4062542915344,296.51146125793457,0.997952938079834,427.87674379348755,334.2211117744446,0.9914827346801758
116,603.5621285438538,185.80317044258118,0.9968688488006592,600.4062542915344,296.58944940567017,0.9979509711265564,428.01566886901855,334.2211117744446,0.9917797446250916
117,603.8730945587158,185.47593808174133,0.9957343339920044,602.7010130882263,296.15489768981934,0.998012125492096,429.47787380218506,334.6183867454529,0.9907028675079346
118,604.0839776992798,184.33675932884216,0.9957003593444824,602.7971963882446,296.14173460006714,0.9980220198631287,429.4905686378479,334.6183867454529,0.9913116097450256
119,604.0904655456543,184.33675932884216,0.9967513680458069,602.8514165878296,293.51402378082275,0.9969627857208252,429.6113352775574,334.6183867454529,0.9921916723251343
120,606.6400666236877,185.0029811859131,0.9977987408638,605.1570004224777,291.9945674990304,0.9978643655776978,432.40514969825745,334.47042322158813,0.9951896667480469
121,609.0534243583679,185.04968166351318,0.9978477954864502,605.179479598999,291.9767612721771,0.9978282451629639,432.6325809955597,334.46553802490234,0.995284378528595
122,609.0534243583679,185.0029811859131,0.9985038638114929,606.7081441879272,290.9522296190262,0.9980161190032959,434.3593451976776,333.8637366294861,0.9953448176383972
123,609.0534243583679,185.0029811859131,0.9984859824180603,606.7296805381775,290.7597106695175,0.9981140494346619,434.39320063591003,333.8544282913208,0.9953522682189941
124,605.316875576973,180.8107026219368,0.9986925721168518,609.2262597084045,288.51101756095886,0.9974018335342407,436.94349867105484,332.7962861061096,0.9940786361694336
125,605.206196308136,180.76565486192703,0.9987895488739014,609.3921284675598,288.4958975315094,0.9974197149276733,437.2613191604614,332.71816778182983,0.9947830438613892
126,604.8008670806885,180.2689564228058,0.9994347095489502,611.4552357196808,286.8926191329956,0.9959956407546997,441.51085662841797,332.5257000923157,0.9925607442855835
127,604.0200328826904,180.0624992325902,0.999599814414978,611.5842849910259,286.10808277130127,0.9958603382110596,441.51085662841797,332.5257000923157,0.9902958869934082
128,603.8625116348267,180.0124586848542,0.9995954036712646,612.9794086813927,285.99896681308746,0.9960142970085144,441.5128176212311,332.51128578186035,0.990410566329956
129,603.1832146644592,179.88211112469435,0.9996801614761353,612.9794086813927,284.8785307407379,0.9968822002410889,442.50397062301636,332.51128578186035,0.9878331422805786
130,603.149003982544,179.85343761742115,0.999680757522583,613.0169110298157,284.7367634177208,0.9968079328536987,442.50397062301636,332.51128578186035,0.9844774007797241
131,599.1542065143585,178.43159782886505,0.9998351335525513,616.6333141326904,282.0763940811157,0.9971349239349365,447.5445737838745,332.21984577178955,0.995570182800293
132,599.141006231308,178.3747341632843,0.9998295903205872,618.653073310852,282.0359091758728,0.997045636177063,448.4512050151825,332.05409955978394,0.9941129684448242
133,596.6589702367783,176.0552122592926,0.9998347759246826,618.7109756469727,278.88009119033813,0.9985286593437195,451.25853341817856,331.92249870300293,0.9972735643386841
134,594.8056695461273,174.30703020095825,0.9995994567871094,620.2936372756958,276.96913546323776,0.9986041784286499,453.5108104944229,331.8250689506531,0.9969445466995239
135,594.6993860006332,173.8888382911682,0.999500036239624,620.2936372756958,276.9664101600647,0.9986124634742737,453.5481996536255,331.7973589897156,0.9972623586654663
136,589.1356952190399,170.57572650909424,0.9974035024642944,620.2936372756958,273.6082835197449,0.9950496554374695,460.2614179253578,331.7973589897156,0.9790008664131165
137,588.9527531862259,170.56103897094727,0.9972057342529297,619.0747003555298,272.8168873786926,0.9951949715614319,460.5111954212189,331.7973589897156,0.9807087182998657
138,583.3919286727905,167.92163276672363,0.9986821413040161,619.0747003555298,268.4756736755371,0.9965837001800537,461.5343379974365,331.770667552948,0.9951393604278564
139,583.3537759780884,167.85361862182617,0.998690128326416,619.0747003555298,268.4186699986458,0.9966688752174377,461.8641052246094,331.770667552948,0.9960064888000488
140,580.6995609402657,167.45502424240112,0.9992120265960693,619.7815899848938,267.2673072218895,0.9955670833587646,464.03615522384644,330.73767471313477,0.9961713552474976
141,580.2504606246948,166.32690382003784,0.9985247850418091,621.2032976150513,264.7472434043884,0.9970080852508545,467.31458473205566,330.62537145614624,0.9967026710510254
142,577.4490656852722,165.4782509803772,0.9985188245773315,621.2032976150513,264.7271943092346,0.9969991445541382,467.4869657754898,330.62537145614624,0.9967623949050903
143,572.2881832122803,163.98534861393273,0.9959976673126221,621.2032976150513,262.3322718143463,0.9977402687072754,472.24297857284546,330.5344171524048,0.9872487783432007
144,572.2477445453405,163.49704748392105,0.9954255223274231,620.8367948532104,260.4479773044586,0.998538076877594,472.30173921585083,330.50470638275146,0.9802285432815552
145,571.3692563176155,163.49704748392105,0.9953863620758057,620.7998695373535,260.05695198848844,0.9981356263160706,474.0543465614319,330.1842927932739,0.9813108444213867
146,571.3508403301239,163.49704748392105,0.9954887628555298,620.3596105575562,259.86592461168766,0.998145580291748,474.07076120376587,329.98898792266846,0.9823352098464966
147,571.2547430992126,164.12255050241947,0.9957786202430725,620.2327508926392,259.1418354511261,0.9980506300926208,476.4151887893677,328.9608373641968,0.9708051681518555
148,566.7310059070587,164.12255050241947,0.9936550855636597,614.3791360855103,256.30096101760864,0.9965404868125916,476.4151887893677,328.92340755462646,0.9819356203079224
149,566.2934501171112,164.12255050241947,0.9964855909347534,614.0880832672119,255.85152077674866,0.996498703956604,476.4151887893677,328.82766008377075,0.9811096787452698
