scorer,spencer loggia,spencer loggia,spencer loggia,spencer loggia,spencer loggia,spencer loggia
bodyparts,bodypart1,bodypart1,bodypart2,bodypart2,bodypart3,bodypart3
coords,x,y,x,y,x,y
labeled-data\camera-2-motion_01\img0022.png,384.49522403711353,284.31243802076807,289.2951237304944,347.7791715585141,138.28806807171924,296.3492323124096
labeled-data\camera-2-motion_01\img0112.png,425.3923402218143,290.6200829809304,336.41125029921005,354.64306231548716,179.06664007021465,309.06738211122644
labeled-data\camera-2-motion_01\img0613.png,463.37207372536494,374.17549668874176,327.73016835554137,446.87955796696724,181.23691055613182,363.3241442591559
labeled-data\camera-2-motion_01\img0618.png,456.8612622676134,378.5160376605761,322.3044921407484,445.79442272400865,170.3855581265459,366.57954998803166
labeled-data\camera-2-motion_01\img0888.png,460.1166679964892,441.4538817521743,,,160.61934093991863,387.19711960424485
labeled-data\camera-2-motion_01\img1141.png,263.7071890209846,253.7254847203384,8.70040692571611,190.78764062874018,15.211218383467639,139.78628420968653
labeled-data\camera-2-motion_01\img1466.png,415.62612303518705,285.19440676613743,253.9409718343573,391.5376605760792,65.12743955956275,317.7484640548951
labeled-data\camera-2-motion_01\img2050.png,451.4355860528205,433.8579350514642,277.81394717944625,451.2200989388016,180.15177531317323,331.8552222133568
labeled-data\camera-2-train_01\img000.png,597.8747592071218,352.15618766456555,501.5804048739898,412.34015912277306,349.4790951887019,341.2136473994369
labeled-data\camera-2-train_01\img038.png,598.5153095827018,347.41770297842265,509.1603495343722,405.17151861941613,362.05157384504906,344.14861907421545
labeled-data\camera-2-train_01\img046.png,600.6946988521732,347.41770297842265,506.9809602649007,410.61999179309475,347.88554359348467,340.87953517000824
labeled-data\camera-2-train_01\img054.png,593.0668364090232,343.0589244394797,502.6221817259578,410.61999179309475,365.32065774925627,339.78984053527256
labeled-data\camera-2-train_01\img059.png,601.7843934869089,349.59709224789407,506.9809602649007,407.3509078888876,363.1412684797848,345.2383137089512
labeled-data\camera-2-train_01\img071.png,598.5153095827018,343.0589244394797,510.25004416910787,416.0684649667734,355.5134060366347,339.78984053527256
labeled-data\camera-2-train_01\img099.png,596.3359203132303,347.41770297842265,512.4294334385794,414.9787703320377,353.3340167671633,346.32800834368686
labeled-data\camera-2-train_01\img170.png,600.6946988521732,348.50739761315833,505.8912656301649,408.4406025236233,357.6927953061062,339.78984053527256
